Date,Currency,Exchange
12/2/2016,CAD,1.33
12/2/2016,AUD,1.35
12/2/2016,EUR,0.94
12/2/2016,GBP,0.79
12/3/2016,USD,1.00
12/3/2016,CAD,1.33
12/3/2016,AUD,1.35
12/3/2016,EUR,0.94
12/3/2016,GBP,0.79
12/4/2016,USD,1.00
12/4/2016,CAD,1.33
12/4/2016,AUD,1.35
12/4/2016,EUR,0.94
12/4/2016,GBP,0.79
12/5/2016,USD,1.00
12/5/2016,CAD,1.33
12/5/2016,AUD,1.34
12/5/2016,EUR,0.93
12/5/2016,GBP,0.79
12/6/2016,USD,1.00
12/6/2016,CAD,1.33
12/6/2016,AUD,1.34
12/6/2016,EUR,0.93
12/6/2016,GBP,0.78
12/7/2016,USD,1.00
12/7/2016,CAD,1.33
12/7/2016,AUD,1.34
12/7/2016,EUR,0.93
12/7/2016,GBP,0.79
12/8/2016,USD,1.00
12/8/2016,CAD,1.32
12/8/2016,AUD,1.34
12/8/2016,EUR,0.93
12/8/2016,GBP,0.79
12/9/2016,USD,1.00
12/9/2016,CAD,1.32
12/9/2016,AUD,1.34
12/9/2016,EUR,0.95
12/9/2016,GBP,0.79
12/10/2016,USD,1.00
12/10/2016,CAD,1.32
12/10/2016,AUD,1.34
12/10/2016,EUR,0.95
12/10/2016,GBP,0.79
12/11/2016,USD,1.00
12/11/2016,CAD,1.32
12/11/2016,AUD,1.34
12/11/2016,EUR,0.95
12/11/2016,GBP,0.79
12/12/2016,USD,1.00
12/12/2016,CAD,1.31
12/12/2016,AUD,1.34
12/12/2016,EUR,0.94
12/12/2016,GBP,0.79
12/13/2016,USD,1.00
12/13/2016,CAD,1.31
12/13/2016,AUD,1.33
12/13/2016,EUR,0.94
12/13/2016,GBP,0.79
12/14/2016,USD,1.00
12/14/2016,CAD,1.31
12/14/2016,AUD,1.33
12/14/2016,EUR,0.94
12/14/2016,GBP,0.79
12/15/2016,USD,1.00
12/15/2016,CAD,1.33
12/15/2016,AUD,1.35
12/15/2016,EUR,0.96
12/15/2016,GBP,0.80
12/16/2016,USD,1.00
12/16/2016,CAD,1.34
12/16/2016,AUD,1.36
12/16/2016,EUR,0.96
12/16/2016,GBP,0.80
12/17/2016,USD,1.00
12/17/2016,CAD,1.34
12/17/2016,AUD,1.36
12/17/2016,EUR,0.96
12/17/2016,GBP,0.80
12/18/2016,USD,1.00
12/18/2016,CAD,1.34
12/18/2016,AUD,1.36
12/18/2016,EUR,0.96
12/18/2016,GBP,0.80
12/19/2016,USD,1.00
12/19/2016,CAD,1.34
12/19/2016,AUD,1.38
12/19/2016,EUR,0.96
12/19/2016,GBP,0.81
12/20/2016,USD,1.00
12/20/2016,CAD,1.34
12/20/2016,AUD,1.38
12/20/2016,EUR,0.96
12/20/2016,GBP,0.81
12/21/2016,USD,1.00
12/21/2016,CAD,1.34
12/21/2016,AUD,1.38
12/21/2016,EUR,0.96
12/21/2016,GBP,0.81
12/22/2016,USD,1.00
12/22/2016,CAD,1.35
12/22/2016,AUD,1.39
12/22/2016,EUR,0.96
12/22/2016,GBP,0.81
12/23/2016,USD,1.00
12/23/2016,CAD,1.35
12/23/2016,AUD,1.39
12/23/2016,EUR,0.96
12/23/2016,GBP,0.82
12/24/2016,USD,1.00
12/24/2016,CAD,1.35
12/24/2016,AUD,1.39
12/24/2016,EUR,0.96
12/24/2016,GBP,0.82
12/25/2016,USD,1.00
12/25/2016,CAD,1.35
12/25/2016,AUD,1.39
12/25/2016,EUR,0.96
12/25/2016,GBP,0.82
12/26/2016,USD,1.00
12/26/2016,CAD,1.35
12/26/2016,AUD,1.39
12/26/2016,EUR,0.96
12/26/2016,GBP,0.82
12/27/2016,USD,1.00
12/27/2016,CAD,1.35
12/27/2016,AUD,1.39
12/27/2016,EUR,0.96
12/27/2016,GBP,0.82
12/28/2016,USD,1.00
12/28/2016,CAD,1.36
12/28/2016,AUD,1.39
12/28/2016,EUR,0.96
12/28/2016,GBP,0.82
12/29/2016,USD,1.00
12/29/2016,CAD,1.35
12/29/2016,AUD,1.39
12/29/2016,EUR,0.96
12/29/2016,GBP,0.82
12/30/2016,USD,1.00
12/30/2016,CAD,1.35
12/30/2016,AUD,1.38
12/30/2016,EUR,0.95
12/30/2016,GBP,0.81
12/31/2016,USD,1.00
12/31/2016,CAD,1.35
12/31/2016,AUD,1.38
12/31/2016,EUR,0.95
12/31/2016,GBP,0.81
1/1/2017,USD,1.00
1/1/2017,CAD,1.35
1/1/2017,AUD,1.38
1/1/2017,EUR,0.95
1/1/2017,GBP,0.81
1/2/2017,USD,1.00
1/2/2017,CAD,1.34
1/2/2017,AUD,1.39
1/2/2017,EUR,0.96
1/2/2017,GBP,0.81
1/3/2017,USD,1.00
1/3/2017,CAD,1.34
1/3/2017,AUD,1.39
1/3/2017,EUR,0.96
1/3/2017,GBP,0.81
1/4/2017,USD,1.00
1/4/2017,CAD,1.33
1/4/2017,AUD,1.38
1/4/2017,EUR,0.96
1/4/2017,GBP,0.81
1/5/2017,USD,1.00
1/5/2017,CAD,1.33
1/5/2017,AUD,1.37
1/5/2017,EUR,0.95
1/5/2017,GBP,0.81
1/6/2017,USD,1.00
1/6/2017,CAD,1.33
1/6/2017,AUD,1.36
1/6/2017,EUR,0.94
1/6/2017,GBP,0.81
1/7/2017,USD,1.00
1/7/2017,CAD,1.33
1/7/2017,AUD,1.36
1/7/2017,EUR,0.94
1/7/2017,GBP,0.81
1/8/2017,USD,1.00
1/8/2017,CAD,1.33
1/8/2017,AUD,1.36
1/8/2017,EUR,0.94
1/8/2017,GBP,0.81
1/9/2017,USD,1.00
1/9/2017,CAD,1.33
1/9/2017,AUD,1.37
1/9/2017,EUR,0.95
1/9/2017,GBP,0.82
1/10/2017,USD,1.00
1/10/2017,CAD,1.32
1/10/2017,AUD,1.36
1/10/2017,EUR,0.95
1/10/2017,GBP,0.82
1/11/2017,USD,1.00
1/11/2017,CAD,1.33
1/11/2017,AUD,1.36
1/11/2017,EUR,0.95
1/11/2017,GBP,0.83
1/12/2017,USD,1.00
1/12/2017,CAD,1.31
1/12/2017,AUD,1.33
1/12/2017,EUR,0.94
1/12/2017,GBP,0.81
1/13/2017,USD,1.00
1/13/2017,CAD,1.31
1/13/2017,AUD,1.33
1/13/2017,EUR,0.94
1/13/2017,GBP,0.82
1/14/2017,USD,1.00
1/14/2017,CAD,1.31
1/14/2017,AUD,1.33
1/14/2017,EUR,0.94
1/14/2017,GBP,0.82
1/15/2017,USD,1.00
1/15/2017,CAD,1.31
1/15/2017,AUD,1.33
1/15/2017,EUR,0.94
1/15/2017,GBP,0.82
1/16/2017,USD,1.00
1/16/2017,CAD,1.31
1/16/2017,AUD,1.34
1/16/2017,EUR,0.94
1/16/2017,GBP,0.83
1/17/2017,USD,1.00
1/17/2017,CAD,1.31
1/17/2017,AUD,1.33
1/17/2017,EUR,0.94
1/17/2017,GBP,0.81
1/18/2017,USD,1.00
1/18/2017,CAD,1.31
1/18/2017,AUD,1.32
1/18/2017,EUR,0.94
1/18/2017,GBP,0.81
1/19/2017,USD,1.00
1/19/2017,CAD,1.33
1/19/2017,AUD,1.32
1/19/2017,EUR,0.94
1/19/2017,GBP,0.81
1/20/2017,USD,1.00
1/20/2017,CAD,1.34
1/20/2017,AUD,1.33
1/20/2017,EUR,0.94
1/20/2017,GBP,0.81
1/21/2017,USD,1.00
1/21/2017,CAD,1.34
1/21/2017,AUD,1.33
1/21/2017,EUR,0.94
1/21/2017,GBP,0.81
1/22/2017,USD,1.00
1/22/2017,CAD,1.34
1/22/2017,AUD,1.33
1/22/2017,EUR,0.94
1/22/2017,GBP,0.81
1/23/2017,USD,1.00
1/23/2017,CAD,1.33
1/23/2017,AUD,1.32
1/23/2017,EUR,0.93
1/23/2017,GBP,0.80
1/24/2017,USD,1.00
1/24/2017,CAD,1.33
1/24/2017,AUD,1.32
1/24/2017,EUR,0.93
1/24/2017,GBP,0.80
1/25/2017,USD,1.00
1/25/2017,CAD,1.31
1/25/2017,AUD,1.32
1/25/2017,EUR,0.93
1/25/2017,GBP,0.79
1/26/2017,USD,1.00
1/26/2017,CAD,1.31
1/26/2017,AUD,1.33
1/26/2017,EUR,0.93
1/26/2017,GBP,0.80
1/27/2017,USD,1.00
1/27/2017,CAD,1.31
1/27/2017,AUD,1.33
1/27/2017,EUR,0.94
1/27/2017,GBP,0.80
1/28/2017,USD,1.00
1/28/2017,CAD,1.31
1/28/2017,AUD,1.33
1/28/2017,EUR,0.94
1/28/2017,GBP,0.80
1/29/2017,USD,1.00
1/29/2017,CAD,1.31
1/29/2017,AUD,1.33
1/29/2017,EUR,0.94
1/29/2017,GBP,0.80
1/30/2017,USD,1.00
1/30/2017,CAD,1.32
1/30/2017,AUD,1.33
1/30/2017,EUR,0.94
1/30/2017,GBP,0.80
1/31/2017,USD,1.00
1/31/2017,CAD,1.31
1/31/2017,AUD,1.32
1/31/2017,EUR,0.93
1/31/2017,GBP,0.80
2/1/2017,USD,1.00
2/1/2017,CAD,1.31
2/1/2017,AUD,1.32
2/1/2017,EUR,0.93
2/1/2017,GBP,0.79
2/2/2017,USD,1.00
2/2/2017,CAD,1.30
2/2/2017,AUD,1.30
2/2/2017,EUR,0.93
2/2/2017,GBP,0.80
2/3/2017,USD,1.00
2/3/2017,CAD,1.31
2/3/2017,AUD,1.31
2/3/2017,EUR,0.93
2/3/2017,GBP,0.80
2/4/2017,USD,1.00
2/4/2017,CAD,1.31
2/4/2017,AUD,1.31
2/4/2017,EUR,0.93
2/4/2017,GBP,0.80
2/5/2017,USD,1.00
2/5/2017,CAD,1.31
2/5/2017,AUD,1.31
2/5/2017,EUR,0.93
2/5/2017,GBP,0.80
2/6/2017,USD,1.00
2/6/2017,CAD,1.31
2/6/2017,AUD,1.31
2/6/2017,EUR,0.93
2/6/2017,GBP,0.80
2/7/2017,USD,1.00
2/7/2017,CAD,1.32
2/7/2017,AUD,1.31
2/7/2017,EUR,0.94
2/7/2017,GBP,0.81
2/8/2017,USD,1.00
2/8/2017,CAD,1.31
2/8/2017,AUD,1.31
2/8/2017,EUR,0.94
2/8/2017,GBP,0.80
2/9/2017,USD,1.00
2/9/2017,CAD,1.31
2/9/2017,AUD,1.31
2/9/2017,EUR,0.94
2/9/2017,GBP,0.80
2/10/2017,USD,1.00
2/10/2017,CAD,1.31
2/10/2017,AUD,1.31
2/10/2017,EUR,0.94
2/10/2017,GBP,0.80
2/11/2017,USD,1.00
2/11/2017,CAD,1.31
2/11/2017,AUD,1.31
2/11/2017,EUR,0.94
2/11/2017,GBP,0.80
2/12/2017,USD,1.00
2/12/2017,CAD,1.31
2/12/2017,AUD,1.31
2/12/2017,EUR,0.94
2/12/2017,GBP,0.80
2/13/2017,USD,1.00
2/13/2017,CAD,1.31
2/13/2017,AUD,1.30
2/13/2017,EUR,0.94
2/13/2017,GBP,0.80
2/14/2017,USD,1.00
2/14/2017,CAD,1.30
2/14/2017,AUD,1.30
2/14/2017,EUR,0.94
2/14/2017,GBP,0.80
2/15/2017,USD,1.00
2/15/2017,CAD,1.31
2/15/2017,AUD,1.30
2/15/2017,EUR,0.95
2/15/2017,GBP,0.81
2/16/2017,USD,1.00
2/16/2017,CAD,1.30
2/16/2017,AUD,1.30
2/16/2017,EUR,0.94
2/16/2017,GBP,0.80
2/17/2017,USD,1.00
2/17/2017,CAD,1.31
2/17/2017,AUD,1.30
2/17/2017,EUR,0.94
2/17/2017,GBP,0.80
2/18/2017,USD,1.00
2/18/2017,CAD,1.31
2/18/2017,AUD,1.30
2/18/2017,EUR,0.94
2/18/2017,GBP,0.80
2/19/2017,USD,1.00
2/19/2017,CAD,1.31
2/19/2017,AUD,1.30
2/19/2017,EUR,0.94
2/19/2017,GBP,0.80
2/20/2017,USD,1.00
2/20/2017,CAD,1.31
2/20/2017,AUD,1.30
2/20/2017,EUR,0.94
2/20/2017,GBP,0.80
2/21/2017,USD,1.00
2/21/2017,CAD,1.31
2/21/2017,AUD,1.31
2/21/2017,EUR,0.95
2/21/2017,GBP,0.81
2/22/2017,USD,1.00
2/22/2017,CAD,1.32
2/22/2017,AUD,1.30
2/22/2017,EUR,0.95
2/22/2017,GBP,0.80
2/23/2017,USD,1.00
2/23/2017,CAD,1.31
2/23/2017,AUD,1.29
2/23/2017,EUR,0.95
2/23/2017,GBP,0.80
2/24/2017,USD,1.00
2/24/2017,CAD,1.31
2/24/2017,AUD,1.30
2/24/2017,EUR,0.94
2/24/2017,GBP,0.80
2/25/2017,USD,1.00
2/25/2017,CAD,1.31
2/25/2017,AUD,1.30
2/25/2017,EUR,0.94
2/25/2017,GBP,0.80
2/26/2017,USD,1.00
2/26/2017,CAD,1.31
2/26/2017,AUD,1.30
2/26/2017,EUR,0.94
2/26/2017,GBP,0.80
2/27/2017,USD,1.00
2/27/2017,CAD,1.31
2/27/2017,AUD,1.30
2/27/2017,EUR,0.94
2/27/2017,GBP,0.81
2/28/2017,USD,1.00
2/28/2017,CAD,1.32
2/28/2017,AUD,1.30
2/28/2017,EUR,0.94
2/28/2017,GBP,0.81
3/1/2017,USD,1.00
3/1/2017,CAD,1.33
3/1/2017,AUD,1.31
3/1/2017,EUR,0.95
3/1/2017,GBP,0.81
3/2/2017,USD,1.00
3/2/2017,CAD,1.34
3/2/2017,AUD,1.32
3/2/2017,EUR,0.95
3/2/2017,GBP,0.81
3/3/2017,USD,1.00
3/3/2017,CAD,1.34
3/3/2017,AUD,1.32
3/3/2017,EUR,0.95
3/3/2017,GBP,0.82
3/4/2017,USD,1.00
3/4/2017,CAD,1.34
3/4/2017,AUD,1.32
3/4/2017,EUR,0.95
3/4/2017,GBP,0.82
3/5/2017,USD,1.00
3/5/2017,CAD,1.34
3/5/2017,AUD,1.32
3/5/2017,EUR,0.95
3/5/2017,GBP,0.82
3/6/2017,USD,1.00
3/6/2017,CAD,1.34
3/6/2017,AUD,1.32
3/6/2017,EUR,0.94
3/6/2017,GBP,0.81
3/7/2017,USD,1.00
3/7/2017,CAD,1.34
3/7/2017,AUD,1.32
3/7/2017,EUR,0.95
3/7/2017,GBP,0.82
3/8/2017,USD,1.00
3/8/2017,CAD,1.34
3/8/2017,AUD,1.32
3/8/2017,EUR,0.95
3/8/2017,GBP,0.82
3/9/2017,USD,1.00
3/9/2017,CAD,1.35
3/9/2017,AUD,1.33
3/9/2017,EUR,0.95
3/9/2017,GBP,0.82
3/10/2017,USD,1.00
3/10/2017,CAD,1.35
3/10/2017,AUD,1.33
3/10/2017,EUR,0.94
3/10/2017,GBP,0.82
3/11/2017,USD,1.00
3/11/2017,CAD,1.35
3/11/2017,AUD,1.33
3/11/2017,EUR,0.94
3/11/2017,GBP,0.82
3/12/2017,USD,1.00
3/12/2017,CAD,1.35
3/12/2017,AUD,1.33
3/12/2017,EUR,0.94
3/12/2017,GBP,0.82
3/13/2017,USD,1.00
3/13/2017,CAD,1.35
3/13/2017,AUD,1.32
3/13/2017,EUR,0.94
3/13/2017,GBP,0.82
3/14/2017,USD,1.00
3/14/2017,CAD,1.35
3/14/2017,AUD,1.32
3/14/2017,EUR,0.94
3/14/2017,GBP,0.82
3/15/2017,USD,1.00
3/15/2017,CAD,1.35
3/15/2017,AUD,1.32
3/15/2017,EUR,0.94
3/15/2017,GBP,0.82
3/16/2017,USD,1.00
3/16/2017,CAD,1.33
3/16/2017,AUD,1.30
3/16/2017,EUR,0.93
3/16/2017,GBP,0.81
3/17/2017,USD,1.00
3/17/2017,CAD,1.33
3/17/2017,AUD,1.30
3/17/2017,EUR,0.93
3/17/2017,GBP,0.81
3/18/2017,USD,1.00
3/18/2017,CAD,1.33
3/18/2017,AUD,1.30
3/18/2017,EUR,0.93
3/18/2017,GBP,0.81
3/19/2017,USD,1.00
3/19/2017,CAD,1.33
3/19/2017,AUD,1.30
3/19/2017,EUR,0.93
3/19/2017,GBP,0.81
3/20/2017,USD,1.00
3/20/2017,CAD,1.34
3/20/2017,AUD,1.29
3/20/2017,EUR,0.93
3/20/2017,GBP,0.81
3/21/2017,USD,1.00
3/21/2017,CAD,1.33
3/21/2017,AUD,1.29
3/21/2017,EUR,0.93
3/21/2017,GBP,0.80
3/22/2017,USD,1.00
3/22/2017,CAD,1.34
3/22/2017,AUD,1.30
3/22/2017,EUR,0.93
3/22/2017,GBP,0.80
3/23/2017,USD,1.00
3/23/2017,CAD,1.33
3/23/2017,AUD,1.31
3/23/2017,EUR,0.93
3/23/2017,GBP,0.80
3/24/2017,USD,1.00
3/24/2017,CAD,1.34
3/24/2017,AUD,1.31
3/24/2017,EUR,0.93
3/24/2017,GBP,0.80
3/25/2017,USD,1.00
3/25/2017,CAD,1.34
3/25/2017,AUD,1.31
3/25/2017,EUR,0.93
3/25/2017,GBP,0.80
3/26/2017,USD,1.00
3/26/2017,CAD,1.34
3/26/2017,AUD,1.31
3/26/2017,EUR,0.93
3/26/2017,GBP,0.80
3/27/2017,USD,1.00
3/27/2017,CAD,1.33
3/27/2017,AUD,1.31
3/27/2017,EUR,0.92
3/27/2017,GBP,0.79
3/28/2017,USD,1.00
3/28/2017,CAD,1.34
3/28/2017,AUD,1.32
3/28/2017,EUR,0.92
3/28/2017,GBP,0.80
3/29/2017,USD,1.00
3/29/2017,CAD,1.34
3/29/2017,AUD,1.31
3/29/2017,EUR,0.93
3/29/2017,GBP,0.80
3/30/2017,USD,1.00
3/30/2017,CAD,1.33
3/30/2017,AUD,1.30
3/30/2017,EUR,0.93
3/30/2017,GBP,0.80
3/31/2017,USD,1.00
3/31/2017,CAD,1.33
3/31/2017,AUD,1.31
3/31/2017,EUR,0.94
3/31/2017,GBP,0.80
4/1/2017,USD,1.00
4/1/2017,CAD,1.33
4/1/2017,AUD,1.31
4/1/2017,EUR,0.94
4/1/2017,GBP,0.80
4/2/2017,USD,1.00
4/2/2017,CAD,1.33
4/2/2017,AUD,1.31
4/2/2017,EUR,0.94
4/2/2017,GBP,0.80
4/3/2017,USD,1.00
4/3/2017,CAD,1.33
4/3/2017,AUD,1.31
4/3/2017,EUR,0.94
4/3/2017,GBP,0.80
4/4/2017,USD,1.00
4/4/2017,CAD,1.34
4/4/2017,AUD,1.32
4/4/2017,EUR,0.94
4/4/2017,GBP,0.80
4/5/2017,USD,1.00
4/5/2017,CAD,1.34
4/5/2017,AUD,1.32
4/5/2017,EUR,0.94
4/5/2017,GBP,0.80
4/6/2017,USD,1.00
4/6/2017,CAD,1.34
4/6/2017,AUD,1.32
4/6/2017,EUR,0.94
4/6/2017,GBP,0.80
4/7/2017,USD,1.00
4/7/2017,CAD,1.34
4/7/2017,AUD,1.33
4/7/2017,EUR,0.94
4/7/2017,GBP,0.81
4/8/2017,USD,1.00
4/8/2017,CAD,1.34
4/8/2017,AUD,1.33
4/8/2017,EUR,0.94
4/8/2017,GBP,0.81
4/9/2017,USD,1.00
4/9/2017,CAD,1.34
4/9/2017,AUD,1.33
4/9/2017,EUR,0.94
4/9/2017,GBP,0.81
4/10/2017,USD,1.00
4/10/2017,CAD,1.34
4/10/2017,AUD,1.33
4/10/2017,EUR,0.95
4/10/2017,GBP,0.81
4/11/2017,USD,1.00
4/11/2017,CAD,1.33
4/11/2017,AUD,1.33
4/11/2017,EUR,0.94
4/11/2017,GBP,0.80
4/12/2017,USD,1.00
4/12/2017,CAD,1.33
4/12/2017,AUD,1.34
4/12/2017,EUR,0.94
4/12/2017,GBP,0.80
4/13/2017,USD,1.00
4/13/2017,CAD,1.32
4/13/2017,AUD,1.32
4/13/2017,EUR,0.94
4/13/2017,GBP,0.80
4/14/2017,USD,1.00
4/14/2017,CAD,1.32
4/14/2017,AUD,1.32
4/14/2017,EUR,0.94
4/14/2017,GBP,0.80
4/15/2017,USD,1.00
4/15/2017,CAD,1.32
4/15/2017,AUD,1.32
4/15/2017,EUR,0.94
4/15/2017,GBP,0.80
4/16/2017,USD,1.00
4/16/2017,CAD,1.32
4/16/2017,AUD,1.32
4/16/2017,EUR,0.94
4/16/2017,GBP,0.80
4/17/2017,USD,1.00
4/17/2017,CAD,1.32
4/17/2017,AUD,1.32
4/17/2017,EUR,0.94
4/17/2017,GBP,0.80
4/18/2017,USD,1.00
4/18/2017,CAD,1.34
4/18/2017,AUD,1.33
4/18/2017,EUR,0.94
4/18/2017,GBP,0.79
4/19/2017,USD,1.00
4/19/2017,CAD,1.34
4/19/2017,AUD,1.33
4/19/2017,EUR,0.93
4/19/2017,GBP,0.78
4/20/2017,USD,1.00
4/20/2017,CAD,1.35
4/20/2017,AUD,1.33
4/20/2017,EUR,0.93
4/20/2017,GBP,0.78
4/21/2017,USD,1.00
4/21/2017,CAD,1.35
4/21/2017,AUD,1.33
4/21/2017,EUR,0.93
4/21/2017,GBP,0.78
4/22/2017,USD,1.00
4/22/2017,CAD,1.35
4/22/2017,AUD,1.33
4/22/2017,EUR,0.93
4/22/2017,GBP,0.78
4/23/2017,USD,1.00
4/23/2017,CAD,1.35
4/23/2017,AUD,1.33
4/23/2017,EUR,0.93
4/23/2017,GBP,0.78
4/24/2017,USD,1.00
4/24/2017,CAD,1.34
4/24/2017,AUD,1.32
4/24/2017,EUR,0.92
4/24/2017,GBP,0.78
4/25/2017,USD,1.00
4/25/2017,CAD,1.36
4/25/2017,AUD,1.33
4/25/2017,EUR,0.92
4/25/2017,GBP,0.78
4/26/2017,USD,1.00
4/26/2017,CAD,1.36
4/26/2017,AUD,1.34
4/26/2017,EUR,0.92
4/26/2017,GBP,0.78
4/27/2017,USD,1.00
4/27/2017,CAD,1.36
4/27/2017,AUD,1.34
4/27/2017,EUR,0.92
4/27/2017,GBP,0.78
4/28/2017,USD,1.00
4/28/2017,CAD,1.36
4/28/2017,AUD,1.34
4/28/2017,EUR,0.91
4/28/2017,GBP,0.77
4/29/2017,USD,1.00
4/29/2017,CAD,1.36
4/29/2017,AUD,1.34
4/29/2017,EUR,0.91
4/29/2017,GBP,0.77
4/30/2017,USD,1.00
4/30/2017,CAD,1.36
4/30/2017,AUD,1.34
4/30/2017,EUR,0.91
4/30/2017,GBP,0.77
5/1/2017,USD,1.00
5/1/2017,CAD,1.36
5/1/2017,AUD,1.34
5/1/2017,EUR,0.91
5/1/2017,GBP,0.77
5/2/2017,USD,1.00
5/2/2017,CAD,1.37
5/2/2017,AUD,1.33
5/2/2017,EUR,0.92
5/2/2017,GBP,0.77
5/3/2017,USD,1.00
5/3/2017,CAD,1.37
5/3/2017,AUD,1.34
5/3/2017,EUR,0.92
5/3/2017,GBP,0.77
5/4/2017,USD,1.00
5/4/2017,CAD,1.37
5/4/2017,AUD,1.35
5/4/2017,EUR,0.92
5/4/2017,GBP,0.78
5/5/2017,USD,1.00
5/5/2017,CAD,1.38
5/5/2017,AUD,1.35
5/5/2017,EUR,0.91
5/5/2017,GBP,0.77
5/6/2017,USD,1.00
5/6/2017,CAD,1.38
5/6/2017,AUD,1.35
5/6/2017,EUR,0.91
5/6/2017,GBP,0.77
5/7/2017,USD,1.00
5/7/2017,CAD,1.38
5/7/2017,AUD,1.35
5/7/2017,EUR,0.91
5/7/2017,GBP,0.77
5/8/2017,USD,1.00
5/8/2017,CAD,1.37
5/8/2017,AUD,1.35
5/8/2017,EUR,0.91
5/8/2017,GBP,0.77
5/9/2017,USD,1.00
5/9/2017,CAD,1.37
5/9/2017,AUD,1.36
5/9/2017,EUR,0.92
5/9/2017,GBP,0.77
5/10/2017,USD,1.00
5/10/2017,CAD,1.37
5/10/2017,AUD,1.35
5/10/2017,EUR,0.92
5/10/2017,GBP,0.77
5/11/2017,USD,1.00
5/11/2017,CAD,1.37
5/11/2017,AUD,1.36
5/11/2017,EUR,0.92
5/11/2017,GBP,0.78
5/12/2017,USD,1.00
5/12/2017,CAD,1.37
5/12/2017,AUD,1.35
5/12/2017,EUR,0.92
5/12/2017,GBP,0.78
5/13/2017,USD,1.00
5/13/2017,CAD,1.37
5/13/2017,AUD,1.35
5/13/2017,EUR,0.92
5/13/2017,GBP,0.78
5/14/2017,USD,1.00
5/14/2017,CAD,1.37
5/14/2017,AUD,1.35
5/14/2017,EUR,0.92
5/14/2017,GBP,0.78
5/15/2017,USD,1.00
5/15/2017,CAD,1.36
5/15/2017,AUD,1.34
5/15/2017,EUR,0.91
5/15/2017,GBP,0.77
5/16/2017,USD,1.00
5/16/2017,CAD,1.36
5/16/2017,AUD,1.35
5/16/2017,EUR,0.90
5/16/2017,GBP,0.78
5/17/2017,USD,1.00
5/17/2017,CAD,1.36
5/17/2017,AUD,1.35
5/17/2017,EUR,0.90
5/17/2017,GBP,0.77
5/18/2017,USD,1.00
5/18/2017,CAD,1.36
5/18/2017,AUD,1.34
5/18/2017,EUR,0.90
5/18/2017,GBP,0.77
5/19/2017,USD,1.00
5/19/2017,CAD,1.36
5/19/2017,AUD,1.34
5/19/2017,EUR,0.89
5/19/2017,GBP,0.77
5/20/2017,USD,1.00
5/20/2017,CAD,1.36
5/20/2017,AUD,1.34
5/20/2017,EUR,0.89
5/20/2017,GBP,0.77
5/21/2017,USD,1.00
5/21/2017,CAD,1.36
5/21/2017,AUD,1.34
5/21/2017,EUR,0.89
5/21/2017,GBP,0.77
5/22/2017,USD,1.00
5/22/2017,CAD,1.35
5/22/2017,AUD,1.34
5/22/2017,EUR,0.89
5/22/2017,GBP,0.77
5/23/2017,USD,1.00
5/23/2017,CAD,1.35
5/23/2017,AUD,1.33
5/23/2017,EUR,0.89
5/23/2017,GBP,0.77
5/24/2017,USD,1.00
5/24/2017,CAD,1.35
5/24/2017,AUD,1.34
5/24/2017,EUR,0.89
5/24/2017,GBP,0.77
5/25/2017,USD,1.00
5/25/2017,CAD,1.34
5/25/2017,AUD,1.34
5/25/2017,EUR,0.89
5/25/2017,GBP,0.77
5/26/2017,USD,1.00
5/26/2017,CAD,1.35
5/26/2017,AUD,1.34
5/26/2017,EUR,0.89
5/26/2017,GBP,0.78
5/27/2017,USD,1.00
5/27/2017,CAD,1.35
5/27/2017,AUD,1.34
5/27/2017,EUR,0.89
5/27/2017,GBP,0.78
5/28/2017,USD,1.00
5/28/2017,CAD,1.35
5/28/2017,AUD,1.34
5/28/2017,EUR,0.89
5/28/2017,GBP,0.78
5/29/2017,USD,1.00
5/29/2017,CAD,1.35
5/29/2017,AUD,1.34
5/29/2017,EUR,0.89
5/29/2017,GBP,0.78
5/30/2017,USD,1.00
5/30/2017,CAD,1.35
5/30/2017,AUD,1.34
5/30/2017,EUR,0.90
5/30/2017,GBP,0.78
5/31/2017,USD,1.00
5/31/2017,CAD,1.35
5/31/2017,AUD,1.34
5/31/2017,EUR,0.89
5/31/2017,GBP,0.78
6/1/2017,USD,1.00
6/1/2017,CAD,1.35
6/1/2017,AUD,1.35
6/1/2017,EUR,0.89
6/1/2017,GBP,0.78
6/2/2017,USD,1.00
6/2/2017,CAD,1.35
6/2/2017,AUD,1.35
6/2/2017,EUR,0.89
6/2/2017,GBP,0.78
6/3/2017,USD,1.00
6/3/2017,CAD,1.35
6/3/2017,AUD,1.35
6/3/2017,EUR,0.89
6/3/2017,GBP,0.78
6/4/2017,USD,1.00
6/4/2017,CAD,1.35
6/4/2017,AUD,1.35
6/4/2017,EUR,0.89
6/4/2017,GBP,0.78
6/5/2017,USD,1.00
6/5/2017,CAD,1.35
6/5/2017,AUD,1.34
6/5/2017,EUR,0.89
6/5/2017,GBP,0.77
6/6/2017,USD,1.00
6/6/2017,CAD,1.35
6/6/2017,AUD,1.34
6/6/2017,EUR,0.89
6/6/2017,GBP,0.77
6/7/2017,USD,1.00
6/7/2017,CAD,1.34
6/7/2017,AUD,1.32
6/7/2017,EUR,0.89
6/7/2017,GBP,0.77
6/8/2017,USD,1.00
6/8/2017,CAD,1.35
6/8/2017,AUD,1.33
6/8/2017,EUR,0.89
6/8/2017,GBP,0.77
6/9/2017,USD,1.00
